datetime,value
2019-01-01,5.9434699124548445
2019-01-02,14.567806814853387
2019-01-03,9.596608845640642
2019-01-04,5.4064828977772
2019-01-05,3.929768607413675
2019-01-06,5.410550981221728
2019-01-07,3.7263644351872944
2019-01-08,2.7337520747225565
2019-01-09,54.414684154001364
2019-01-10,58.149184756077716
2019-01-11,59.01161844631757
2019-01-12,16.31708269600026
2019-01-13,6.399095258241937
2019-01-14,28.86712012236795
2019-01-15,40.339115435935824
2019-01-16,28.484720278582355
2019-01-17,43.94343736778729
2019-01-18,31.442216942753934
2019-01-19,14.120317635955349
2019-01-20,9.661698180753085
2019-01-21,39.513294496696716
2019-01-22,30.836072509519315
2019-01-23,39.31395840791487
2019-01-24,36.48257233052364
2019-01-25,50.940540892374784
2019-01-26,21.3167572493247
2019-01-27,16.007908354216163
2019-01-28,30.718098089628015
2019-01-29,29.50987730660331
2019-01-30,31.641553031535782
2019-01-31,44.74891788980376
2019-02-01,27.626354671787027
2019-02-02,7.029648192143717
2019-02-03,3.9134962736355647
2019-02-04,26.385589221206107
2019-02-05,40.20893676571094
2019-02-06,45.407947407817225
2019-02-07,42.840986754320305
2019-02-08,103.93953200768054
2019-02-09,7.944966967162431
2019-02-10,25.437725778631172
2019-02-11,87.20343671689395
2019-02-12,65.72802421323266
2019-02-13,60.80564324535425
2019-02-14,26.80460181599245
2019-02-15,26.523904058320046
2019-02-16,5.870244410453346
2019-02-17,4.377257786311713
2019-02-18,43.59765027500244
2019-02-19,50.88765580759593
2019-02-20,32.12158687799004
2019-02-21,31.076089432746443
2019-02-22,44.63501155335698
2019-02-23,7.359162951150454
2019-02-24,5.0851043056595175
2019-02-25,47.767435805643245
2019-02-26,46.42090018550461
2019-02-27,44.39499463012985
2019-02-28,54.146190646662546
2019-03-01,33.48032674846226
2019-03-02,14.368470726071534
2019-03-03,2.8110456601685816
2019-03-04,49.03260975689133
2019-03-05,34.17190093403196
2019-03-06,52.26266801184626
2019-03-07,90.46603963940508
2019-03-08,10.117323526540178
2019-03-09,8.913170826960002
2019-03-10,9.470498258860287
2019-03-11,35.209262212386506
2019-03-12,49.69163927490481
2019-03-13,36.612751000748524
2019-03-14,32.48771438799752
2019-03-15,48.30849090376542
2019-03-16,9.844761935756827
2019-03-17,3.299215673511895
2019-03-18,43.02811859276857
2019-03-19,30.836072509519315
2019-03-20,46.323266182835944
2019-03-21,29.896345233833436
2019-03-22,38.26032479578221
2019-03-23,11.724216487128585
2019-03-24,8.742311322289844
2019-03-25,33.08979073778762
2019-03-26,62.42880853972076
2019-03-27,50.480847463143164
2019-03-28,30.22585999284017
2019-03-29,35.555049305171345
2019-03-30,9.01894099651772
2019-03-31,11.52488039834673
2019-04-01,23.15553096625118
2019-04-02,30.730302339961597
2019-04-03,19.25017085950467
2019-04-04,40.38386435382563
2019-04-05,63.67364207374622
2019-04-06,9.653562013864029
2019-04-07,6.5455462622449305
2019-04-08,42.0151658150812
2019-04-09,26.202525466202363
2019-04-10,62.54678295961207
2019-04-11,75.14563738731408
2019-04-12,92.19904318677384
2019-04-13,37.99183128844339
2019-04-14,15.234972499755916
2019-04-15,80.63348195398184
2019-04-16,24.262049663162692
2019-04-17,53.8451524717675
2019-04-18,56.717219383604
2019-04-19,46.620236274286455
2019-04-20,21.44693591954958
2019-04-21,5.3413935626647575
2019-04-22,39.3342988251375
2019-04-23,44.87502847658411
2019-04-24,37.471116607543856
2019-04-25,32.93113548345104
2019-04-26,80.98333713021123
2019-04-27,7.432388453151951
2019-04-28,8.477885898395549
2019-04-29,38.35795879845087
2019-04-30,92.83773228756469
2019-05-01,6.8872652715852505
2019-05-02,19.246102776060145
2019-05-03,4.531844957203763
2019-05-04,3.1568327529534286
2019-05-05,3.079539167507404
2019-05-06,46.44124060272725
2019-05-07,69.36489081264034
2019-05-08,67.2657597552641
2019-05-09,33.95222442802747
2019-05-10,20.07192371529925
2019-05-11,11.557425065902951
2019-05-12,6.643180264913594
2019-05-13,64.2757184235363
2019-05-14,52.70202102385524
2019-05-15,56.180232368926355
2019-05-16,71.95625996680444
2019-05-17,24.05864549093631
2019-05-18,19.608162202623102
2019-05-19,24.115598659159698
2019-05-20,81.16640088521495
2019-05-21,44.51703713346568
2019-05-22,38.88274156279493
2019-05-23,45.42015165815081
2019-05-24,60.39476681745696
2019-05-25,20.37702997363882
2019-05-26,6.8018355192501705
2019-05-27,43.17456959677157
2019-05-28,38.85833306212777
2019-05-29,64.85338627265922
2019-05-30,46.022228007940896
2019-05-31,43.38204185244248
2019-06-01,20.80417873531422
2019-06-02,4.6620236274286455
2019-06-03,48.19458456731864
2019-06-04,56.59924496371269
2019-06-05,30.28281316106356
2019-06-06,37.007355094867705
2019-06-07,64.43030559442835
2019-06-08,14.429491977739447
2019-06-09,7.102873694145214
2019-06-10,91.51967325153772
2019-06-11,75.01952680053373
2019-06-12,16.902886712012236
2019-06-13,56.71315130015947
2019-06-14,57.12402772805675
2019-06-15,18.07856282748072
2019-06-16,9.332183421746347
2019-06-17,35.17671754483028
2019-06-18,51.554821492498455
2019-06-19,47.246721124743715
2019-06-20,57.36404465128388
2019-06-21,44.663488137468676
2019-06-22,7.001171608032023
2019-06-23,6.220099586682722
2019-06-24,56.102938783480326
2019-06-25,47.3484232108569
2019-06-26,66.6311387379178
2019-06-27,21.434731669216
2019-06-28,44.02479903667784
2019-06-29,7.7334266280469945
2019-06-30,4.983402219546327
2019-07-01,54.3902756533342
2019-07-02,30.70996192273896
2019-07-03,44.952322062030134
2019-07-04,22.455820613792433
